tijdstip;locatie;component;waarde;LKI
2015-08-15 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,8751;1
2015-08-15 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,09023;1
2015-08-15 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,73506;1
2015-08-15 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,55306;1
2015-08-15 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,36023;1
2015-08-15 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,1269;1
2015-08-15 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;8,6557;1
2015-08-15 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;8,8559;1
2015-08-15 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,2937;2
2015-08-15 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,04409;1
2015-08-15 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,49682;1
2015-08-15 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,07804;1
2015-08-15 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,25276;1
2015-08-15 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,47589;1
2015-08-15 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,79248;1
2015-08-15 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,05547;1
2015-08-15 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,80622;1
2015-08-16 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,75344;1
2015-08-16 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,17404;1
2015-08-16 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,18596;1
2015-08-16 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,25958;1
2015-08-16 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,81978;1
2015-08-16 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,29735;1
2015-08-16 06:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,78966;1
2015-08-16 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,1209;1
2015-08-16 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,55224;1
2015-08-16 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,79066;1
2015-08-16 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,95446;1
2015-08-16 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,46506;1
2015-08-16 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,32929;1
2015-08-16 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,69229;1
2015-08-16 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,08204;1
2015-08-16 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,4444;1
2015-08-16 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,28033;1
2015-08-16 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,99632;1
2015-08-16 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,83543;1
2015-08-16 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,56589;1
2015-08-17 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,56762;1
2015-08-17 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,74689;1
2015-08-17 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,92834;1
2015-08-17 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,78365;1
2015-08-17 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,54041;1
2015-08-17 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,27924;1
2015-08-17 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,57326;1
2015-08-17 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,98267;1
2015-08-17 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,5617;1
2015-08-17 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,65725;1
2015-08-17 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,98995;1
2015-08-17 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,00351;1
2015-08-17 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,49846;1
2015-08-18 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,12272;1
2015-08-18 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,72514;1
2015-08-18 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,32283;1
2015-08-18 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,95437;1
2015-08-18 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,58982;1
2015-08-18 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,28315;1
2015-08-18 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,43512;1
2015-08-18 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;11,9863;2
2015-08-18 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;8,3736;1
2015-08-18 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,00396;1
2015-08-18 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,57335;1
2015-08-18 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,08368;1
2015-08-18 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,91014;1
2015-08-18 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,93644;1
2015-08-18 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,02717;1
2015-08-18 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,48699;1
2015-08-19 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,50337;1
2015-08-19 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,0571;2
2015-08-19 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,5707;2
2015-08-19 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,1248;2
2015-08-19 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,4231;2
2015-08-19 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,9125;2
2015-08-19 06:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,5899;3
2015-08-19 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,7325;2
2015-08-19 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;19,6121;3
2015-08-19 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;16,4999;3
2015-08-19 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;18,5019;3
2015-08-19 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;17,8376;3
2015-08-19 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;11,4312;2
2015-08-19 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,8993;3
2015-08-19 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,4838;1
2015-08-19 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,3089;1
2015-08-19 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,03208;1
2015-08-19 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,1046;2
2015-08-19 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,411;1
2015-08-19 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,6981;2
2015-08-19 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;20,0398;4
2015-08-19 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,6081;3
2015-08-19 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;22,0327;4
2015-08-19 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;21,9053;4
2015-08-20 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,2775;2
2015-08-20 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,8629;3
2015-08-20 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;18,329;3
2015-08-20 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,3988;3
2015-08-20 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;11,2583;2
2015-08-20 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;16,9549;3
2015-08-20 06:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,4959;2
2015-08-20 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,507;2
2015-08-20 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;16,4999;3
2015-08-20 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;17,7466;3
2015-08-20 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;16,9185;3
2015-08-20 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;13,3786;2
2015-08-20 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;18,1379;3
2015-08-20 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;16,3816;3
2015-08-20 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,0591;2
2015-08-20 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,4656;1
2015-08-20 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,1754;2
2015-08-20 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,7821;1
2015-08-20 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;11,5677;2
2015-08-20 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;8,2553;1
2015-08-20 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,9166;1
2015-08-20 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,35167;1
2015-08-20 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,2846;2
2015-08-20 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,7396;2
2015-08-21 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;13,9883;2
2015-08-21 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,1885;2
2015-08-21 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,8538;3
2015-08-21 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;20,9589;4
2015-08-21 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;21,4048;4
2015-08-21 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;22,4058;4
2015-08-21 06:00:00+02:00;Rotterdam-Bentinckplein;PM25;19,6576;3
2015-08-21 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;27,2652;4
2015-08-21 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;20,8497;4
2015-08-21 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;18,1743;3
2015-08-21 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;18,7476;3
2015-08-21 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;18,0105;3
2015-08-21 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,9084;3
2015-08-21 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,4979;2
2015-08-21 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,7002;1
2015-08-21 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,35595;1
2015-08-21 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,9853;2
2015-08-21 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,5091;1
2015-08-21 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,62167;1
2015-08-21 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,12499;1
2015-08-21 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;8,9378;1
2015-08-21 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,1289;1
2015-08-21 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;11,3493;2
2015-08-21 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,9691;2
2015-08-22 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;16,7729;3
2015-08-22 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,9984;2
2015-08-22 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,3897;3
2015-08-22 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;16,1177;3
2015-08-22 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;23,7708;4
2015-08-22 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;23,9983;4
2015-08-22 06:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,9812;3
2015-08-22 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;17,2188;3
2015-08-22 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;19,603;3
2015-08-22 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;19,4938;3
2015-08-22 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;20,3219;4
2015-08-22 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;19,6394;3
2015-08-22 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;13,8063;2
2015-08-22 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,1016;1
2015-08-22 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,3139;2
2015-08-22 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,6122;2
2015-08-22 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,684;1
2015-08-22 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;11,322;2
2015-08-22 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;11,2401;2
2015-08-22 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,9529;2
2015-08-22 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,6779;2
2015-08-22 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;17,8922;3
2015-08-22 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;19,1935;3
2015-08-22 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;18,3563;3
2015-08-23 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,599;3
2015-08-23 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;13,8791;2
2015-08-23 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;19,0024;3
2015-08-23 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;17,0186;3
2015-08-23 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;20,6495;4
2015-08-23 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;19,6121;3
2015-08-23 06:00:00+02:00;Rotterdam-Bentinckplein;PM25;17,3917;3
2015-08-23 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;21,5686;4
2015-08-23 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;20,0034;4
2015-08-23 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;18,1015;3
2015-08-23 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;21,3047;4
2015-08-23 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;13,9974;2
2015-08-23 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;17,5737;3
2015-08-23 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;17,4645;3
2015-08-23 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;13,0783;2
2015-08-23 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,6435;2
2015-08-23 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,6506;2
2015-08-23 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,776;2
2015-08-23 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,3928;1
2015-08-23 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,8114;1
2015-08-23 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,05956;1
2015-08-23 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,052;2
2015-08-23 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,8185;1
2015-08-23 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;11,4949;2
2015-08-24 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,28415;1
2015-08-24 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,31118;1
2015-08-24 06:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,41146;1
2015-08-24 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,6274;1
2015-08-24 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,8822;1
2015-08-24 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,9347;2
2015-08-24 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,90841;1
2015-08-24 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;8,7012;1
2015-08-24 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,9914;1
2015-08-24 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;8,4191;1
2015-08-24 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,91005;1
2015-08-24 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,1017;1
2015-08-24 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,55124;1
2015-08-25 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,22036;1
2015-08-25 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,77082;1
2015-08-25 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,65516;1
2015-08-25 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,07449;1
2015-08-25 06:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,80258;1
2015-08-25 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,4353;1
2015-08-25 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,75917;1
2015-08-25 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,85918;1
2015-08-25 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,00824;1
2015-08-25 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,54132;1
2015-08-25 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,84271;1
2015-08-25 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,85545;1
2015-08-25 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,59228;1
2015-08-25 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,98558;1
2015-08-25 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,28506;1
2015-08-25 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,08659;1
2015-08-25 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,5324;1
2015-08-25 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,46852;1
2015-08-25 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,21217;1
2015-08-25 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,04482;1
2015-08-26 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,57226;1
2015-08-26 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,17741;1
2015-08-26 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,9965;1
2015-08-26 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,90368;1
2015-08-26 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,74161;1
2015-08-26 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,8954;1
2015-08-26 06:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,42311;1
2015-08-26 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,61339;1
2015-08-26 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,46215;1
2015-08-26 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,22464;1
2015-08-26 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,0511;1
2015-08-26 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,30572;1
2015-08-26 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,2291;1
2015-08-26 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,98258;1
2015-08-26 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,07076;1
2015-08-26 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,08905;1
2015-08-26 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,10106;1
2015-08-26 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,4303;1
2015-08-26 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,1017;1
2015-08-26 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,78429;1
2015-08-26 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,02835;1
2015-08-26 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,73597;1
2015-08-27 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,34585;1
2015-08-27 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,52949;1
2015-08-27 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,25458;1
2015-08-27 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,92707;1
2015-08-27 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,24293;1
2015-08-27 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,38207;1
2015-08-27 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,99368;1
2015-08-27 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,69356;1
2015-08-27 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,39426;1
2015-08-27 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,41228;1
2015-08-27 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,40791;1
2015-08-27 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,67618;1
2015-08-27 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,69156;1
2015-08-27 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,49418;1
2015-08-27 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,03017;1
2015-08-27 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,62067;1
2015-08-27 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,40682;1
2015-08-27 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,66426;1
2015-08-27 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,38034;1
2015-08-27 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,01816;1
2015-08-27 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,50701;1
2015-08-27 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,62622;1
2015-08-27 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,96829;1
2015-08-28 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,28497;1
2015-08-28 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,88757;1
2015-08-28 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,30153;1
2015-08-28 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,31855;1
2015-08-28 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,41692;1
2015-08-28 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,35795;1
2015-08-28 06:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,31964;1
2015-08-28 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,1228;2
2015-08-28 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,43812;1
2015-08-28 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,2937;2
2015-08-28 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,1026;2
2015-08-28 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;8,4191;1
2015-08-28 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,4393;2
2015-08-28 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,0268;1
2015-08-28 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,4626;1
2015-08-28 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,66253;1
2015-08-28 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,66808;1
2015-08-28 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,68464;1
2015-08-28 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,64342;1
2015-08-28 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,82906;1
2015-08-28 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,31127;1
2015-08-28 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,31582;1
2015-08-28 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,48444;1
2015-08-28 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,7457;1
2015-08-29 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,0197;1
2015-08-29 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,66908;1
2015-08-29 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,54796;1
2015-08-29 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,59883;1
2015-08-29 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,96028;1
2015-08-29 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,36796;1
2015-08-29 06:00:00+02:00;Rotterdam-Bentinckplein;PM25;11,5313;2
2015-08-29 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,7022;1
2015-08-29 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;13,9064;2
2015-08-29 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;13,9428;2
2015-08-29 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,1895;3
2015-08-29 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,09132;1
2015-08-29 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;8,9287;1
2015-08-29 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,1198;1
2015-08-29 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,7487;2
2015-08-29 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,04673;1
2015-08-29 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,10215;1
2015-08-29 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,15848;1
2015-08-29 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,37943;1
2015-08-29 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,8984;1
2015-08-29 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,0318;2
2015-08-29 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,79648;1
2015-08-29 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,61448;1
2015-08-29 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,18323;1
2015-08-30 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,14501;1
2015-08-30 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;13,9337;2
2015-08-30 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;11,4949;2
2015-08-30 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;11,2674;2
2015-08-30 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;13,2148;2
2015-08-30 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;18,3199;3
2015-08-30 06:00:00+02:00;Rotterdam-Bentinckplein;PM25;21,9144;4
2015-08-30 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;18,784;3
2015-08-30 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;17,8194;3
2015-08-30 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;16,7274;3
2015-08-30 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;17,4463;3
2015-08-30 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,8083;3
2015-08-30 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;20,2946;4
